На 01 января 2015 года;;;;;;;;;;;;;
Листинг;Дата включения в список;Эмитент;ИНН;Ценная бумага;Тип ценной бумаги;Гос. рег. номер;Дата регистрации;Номинал;Объем;Торговый код;Дата погашения;Дата начала торгов;Предназначение для квалинвесторов
Третий уровень;09.06.2014;"ЗАО УК ""БКС""";5407191291;"инвестиционные паи открытого паевого инвестиционного фонда облигаций ""БКС - Фонд Национальных Облигаций""";Пай открытого ПИФа;0140-58233625;08.10.2003;;;RU000A0JP799;;;
Третий уровень;09.06.2014;ЗАО УК «Виктори Эссет Менеджмент»;7702602471;"инвестиционные паи Закрытый паевой инвестиционный фонд рентный ""Четвертый Земельный""";Пай закрытого ПИФа;2097-94198149;07.04.2011;;100 000;RU000A0JRXV7;;;
Третий уровень;09.06.2014;ЗАО УК «Виктори Эссет Менеджмент»;7702602471;инвестиционные паи Закрытый паевой инвестиционный фонд недвижимости «Второй Земельный»;Пай закрытого ПИФа;0873-94124843;28.06.2007;;25 000;RU000A0JRXU9;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО УК «Виктори Эссет Менеджмент»;7702602471;инвестиционные паи Закрытый паевой инвестиционный фонд рентный «Третий Земельный»;Пай закрытого ПИФа;1214-58229635;24.01.2008;;290 000;RU000A0JRST1;;;
Третий уровень;09.06.2014;ЗАО УК «Виктори Эссет Менеджмент»;7702602471;инвестиционные паи Закрытый паевой инвестиционный фонд недвижимости «Первый Земельный»;Пай закрытого ПИФа;0859-94124599;22.06.2007;;200 000;RU000A0JRSS3;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО УК «Виктори Эссет Менеджмент»;7702602471;"инвестиционные паи Закрытого паевого инвестиционного фонда рентного ""Пятый Земельный"" под управлением Закрытого акционерного общества Управляющая компания ""Виктори Эссет Менеджмент""";Пай закрытого ПИФа;2451;27.09.2012;;100 000;RU000A0JTPA3;;;
Третий уровень;09.06.2014;"ЗАО ""УК Глобал Капитал""";7710561645;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Глобал Капитал-Недвижимость"" под управлением Закрытого акционерного общества ""Управляющая компания Глобал Капитал""";Пай закрытого ПИФа;2319;24.02.2012;;10 000;RU000A0JSKF5;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО УК «Интерфин КАПИТАЛ»;7702158961;"инвестиционные паи Закрытого Паевого Инвестиционного Фонда прямых инвестиций ""Стратегические инвестиции"" под управлением Закрытого акционерного общества ""Управляющая компания ""Интерфин КАПИТАЛ""";Пай закрытого ПИФа;2666;26.09.2013;;;RU000A0JUDB5;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО «УК «Инфраструктурные инвестиции»;7707525541;"инвестиционные паи Закрытого паевого инвестиционного фонда прямых инвестиций ""Энергия Плюс"" под управлением Закрытого акционерного общества ""Управляющая компания ""Инфраструктурные инвестиции""";Пай закрытого ПИФа;2206-94177940;20.09.2011;;25 000;RU000A0JS439;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО УК ""Коллективные инвестиции""";7705630029;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Доступное жилье""";Пай закрытого ПИФа;1104-94139939;06.12.2007;;11 127,85685;RU000A0JPSW9;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО УК ""Коллективные инвестиции""";7705630029;"инвестиционные паи Закрытого паевого инвестиционного фонда кредитный ""Кредитный Альянс""";Пай закрытого ПИФа;1811-94168036;24.06.2010;;12 500;RU000A0JQZN1;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО УК ""Коллективные инвестиции""";7705630029;"инвестиционные паи Закрытого паевого инвестиционного фонда прямых инвестиций ""Гостиничный комплекс""";Пай закрытого ПИФа;1313-94148401;20.11.2008;;30 000;RU000A0JQKU8;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""УК ""НИК Развитие""";7716509585;"Инвестиционные паи Кредитного закрытого паевого инвестиционного фонда ""Резерв""";Пай закрытого ПИФа;2125-94172871;17.05.2011;;25 100;RU000A0JRPW1;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО «УК «НИМБУС»;7725785729;"инвестиционные паи Закрытого паевого инвестиционного рентного фонда ""Югра Рентный Фонд""";Пай закрытого ПИФа;0491-93351459;16.03.2006;;20 982;RU000A0JNPC2;;;
Третий уровень;09.06.2014;ЗАО «УК «НИМБУС»;7725785729;"инвестиционные паи закрытого паевого инвестиционного фонда недвижимости ""ЮГРА Коммерческая Недвижимость""";Пай закрытого ПИФа;0350-76604338;20.04.2005;;33 972;RU000A0JP6H3;;;
Третий уровень;09.06.2014;ЗАО «УК «НИМБУС»;7725785729;инвестиционные паи Закрытого паевого инвестиционного  фонда недвижимости «Югра - Рантье»;Пай закрытого ПИФа;0750-94126186;13.02.2007;;37 000;RU000A0JP6T8;;;
Третий уровень;09.06.2014;"ЗАО ""УК ""ОИФ""";7705660190;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Столичные инвестиции"" под управлением Закрытого акционерного общества «Управляющая компания ""Объединенные инвестиционные фонды""";Пай закрытого ПИФа;1854-94167634;27.07.2010;;23 284,64857;RU000A0JTSC3;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""УК ""Основа""";7723650420;инвестиционные паи Закрытого паевого инвестиционного рентного фонда «БиоТех» под управлением Закрытого акционерного общества «Управляющая компания «Основа»;Пай закрытого ПИФа;2371;14.06.2012;;501 600;RU000A0JTEJ8;;;
Третий уровень;09.06.2014;"ЗАО УК ""Прогрессивные инвестиционные идеи""";7723594775;"Инвестиционные паи Закрытого паевого инвестиционного хедж-фонда ""Перспективные инвестиции""";Пай закрытого ПИФа;2288;28.12.2011;;45 628 501,40152;RU000A0JTBW7;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО УК ""Прогрессивные инвестиционные идеи""";7723594775;"инвестиционные паи Закрытого паевого инвестиционного фонда долгосрочных прямых инвестиций ""Электрон""";Пай закрытого ПИФа;2613;06.06.2013;;5 599 930,25146;RU000A0JU9Y5;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО УК ""РВМ Капитал""";7722563196;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""РВМ - Логистический""";Пай закрытого ПИФа;0761-94126902;06.03.2007;;695 368,2782;RU000A0JPCF8;;;
Третий уровень;09.06.2014;"ЗАО УК ""РВМ Капитал""";7722563196;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""РВМ Деловая Недвижимостть""";Пай закрытого ПИФа;0946-94124694;06.09.2007;;22 525;RU000A0JPJ35;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""УК ""СМ.арт""";2460069319;"инвестиционные паи Закрытого паевого инвестиционного фонда акций ""СМ.арт - Альянс""";Пай закрытого ПИФа;1526-94198959;20.08.2009;;586 829,96488;RU000A0JRU38;;;
Третий уровень;09.06.2014;"ЗАО ""УК ""ТРАНСФИНГРУП"" ";7708168370;"инвестиционные паи Закрытого паевого инвестиционного фонда прямых инвестиций ""Гостиничная сеть""";Пай закрытого ПИФа;1051-94136869;01.11.2007;;20 219,27788;RU000A0JPPP9;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""УК ""ТРАНСФИНГРУП"" ";7708168370;"Инвестиционные паи Закрытого паевого инвестиционного фонда акций ""КапиталЪ-Пресненский""";Пай закрытого ПИФа;2018-94173869;21.12.2010;;50 000;RU000A0JR8H7;;;
Третий уровень;09.06.2014;"ЗАО УК ""Эмеральд Групп""";7719637948;"инвестиционные паи Закрытого паевого инвестиционного фонда акций ""Телеком инвест""";Пай закрытого ПИФа;2708;26.12.2013;;53 864;RU000A0JUKC8;;;
Третий уровень;09.06.2014;ЗАО «Управляющая компания «Диана»;7719280945;Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости «Аршин»;Пай закрытого ПИФа;2691;21.11.2013;;1 000 000 000;RU000A0JUN16;;23.07.2014;
Третий уровень;09.06.2014;"ЗАО ""Управляющая Компания ТРИНФИКО""";7701155020;"инвестиционные паи Открытого паевого инвестиционного фонда акций  ""ТРИНФИКО Глобал.ру"" под управлением ЗАО ""Управляющая компания ТРИНФИКО""";Пай открытого ПИФа;2716;15.01.2014;;;RU000A0JUFN5;;;
Третий уровень;09.06.2014;"ЗАО ""Успешная управляющая компания РТ""";7709424115;"инвестиционные паи Закрытого паевого инвестиционного фонда прямых инвестиций ""Перспектива""";Пай закрытого ПИФа;2701;13.12.2013;;325 904,881;RU000A0JUKH7;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""Успешная управляющая компания РТ""";7709424115;"инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Деловая недвижимость""";Пай закрытого ПИФа;0623-94118943;21.09.2006;;1 081;RU000A0JTF35;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""Центротраст""";7715667525;"инвстиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Евразия""";Пай закрытого ПИФа;1599-94110717;15.10.2009;;711 689,5;RU000A0JQUP7;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""Центротраст""";7715667525;"инвстиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Капитал-XXI век""";Пай закрытого ПИФа;1570-94110798;29.09.2009;;461 528;RU000A0JQUQ5;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"ЗАО ""Центротраст""";7715667525;"инвестиционные паи Закрытого паевого инвестиционного фонда прямых инвестиций ""Инвестиционные горизонты""";Пай закрытого ПИФа;2683;29.10.2013;;1 000;RU000A0JUB77;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;ЗАО «Эмпайр Траст»;7705539531;Ипотечные сертификаты участия «Коммерческая ипотека»;Ипотечный сертификат участия;0005;13.12.2013;;1 000 000;RU000A0JUFZ9;;;
Третий уровень;09.06.2014;ЗАО «Эмпайр Траст»;7705539531;"Инвестиционные паи Закрытого паевого инвестиционного фонда долгосрочных прямых инвестиций  ""Серединский""";Пай закрытого ПИФа;2464;23.10.2012;;35 000;RU000A0JTGG9;;;Бумага предназначена для квалифицированного инвестора
Третий уровень;09.06.2014;"""Запсибкомбанк"" ОАО";7202021856;документарные процентные неконвертируемые Биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-02 c возможностью досрочного погашения по требованию владельцев облигаций;Облигация биржевая;4B020200918B;30.05.2011;1000;2 000 000;RU000A0JSS72;14.08.2015;;
Третий уровень;09.06.2014;Исполнительный комитет города Казани;1655065554;муниципальные облигации 2011 года г.Казани в форме документарных ценных бумаг на предъявителя с постоянным купонным доходом и амортизацией долга;Облигация муниципальная;RU34008KZN1;16.12.2011;1000;2 000 000;RU000A0JS249;21.12.2016;;
Третий уровень;09.06.2014;"КБ ""МИА"" (ОАО)";7703247043;неконвертируемые процентные документарные биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-03;Облигация биржевая;4B020303344B;28.12.2011;1000;2 000 000;RU000A0JUNB4;06.06.2017;;
Третий уровень;09.06.2014;"КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ОАО)";7744002275;облигации неконвертируемые процентные документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;40102859B;12.01.2012;1000;250 000;RU000A0JS6Z2;27.04.2022;;
Третий уровень;09.06.2014;КИТ Финанс Капитал (ООО);7840417963;процентные неконвертируемые документарные облигации на предъявителя серии 04 с обязательным централизованным хранением;Облигация корпоративная;4-04-05003-R;07.02.2013;1000;1 450 000;RU000A0JTT96;29.03.2017;;
Третий уровень;09.06.2014;КИТ Финанс Капитал (ООО);7840417963;процентные неконвертируемые документарные биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-05003-R;15.08.2013;1000;1 000 000;RU000A0JU8Y7;26.10.2016;;
Третий уровень;09.06.2014;КИТ Финанс Капитал (ООО);7840417963;процентные неконвертируемые документарные биржевые облигации на предъявителя серии БО-02 с обязательным централизованным хранением;Облигация биржевая;4B02-02-05003-R;15.08.2013;1000;2 000 000;RU000A0JUD75;22.12.2016;;
Третий уровень;09.06.2014;Комитет финансов Санкт-Петербурга;7830002430;Государственные облигации Санкт-Петербурга со сроком обращения от одного года до пяти лет (купонные с постоянным купонным доходом);Облигация муниципальная;RU25038GSP0;16.11.2010;1000;10 000 000;RU000A0JR4V7;19.11.2015;;
Третий уровень;09.06.2014;Комитет финансов Санкт-Петербурга;7830002430;государственные облигации Санкт-Петербурга со сроком обращения от одного года до пяти (купонные с постоянным купонным доходом);Облигация субфедеральная;RU25039GSP0;19.11.2012;1000;7 000 000;RU000A0JTDL6;01.06.2017;;
Третий уровень;09.06.2014;Международная финансовая корпорация;9909079501;облигации на предъявителя неконвертируемые документарные серии 03 с обязательным централизованным хранением;Облигации иностранного эмитента;;01.11.2012;10000000;300;RU000A0JSLR8;26.11.2017;;
Третий уровень;09.06.2014;Международная финансовая корпорация;9909079501;облигации на предъявителя неконвертируемые документарные серии 01 с обязательным централизованным хранением;Облигации иностранного эмитента;;01.11.2012;10000000;500;RU000A0JSLP2;26.11.2017;;
Третий уровень;09.06.2014;Международная финансовая корпорация;9909079501;облигации на предъявителя неконвертируемые документарные серии 02 с обязательным централизованным хранением;Облигации иностранного эмитента;;01.11.2012;10000000;500;RU000A0JSLQ0;26.11.2017;;
Третий уровень;09.06.2014;Международный инвестиционный банк;9909152110;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01;Облигации иностранного эмитента;;;1000;2 000 000;RU000A0JUG56;16.04.2024;;
Третий уровень;09.06.2014;Министерство финансов Республики Марий Эл;1200000874;государственные облигации Республики Марий Эл выпуска 2014 года (в форме документарных ценных бумаг на предъявителя) с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34007MAR0;20.05.2014;1000;2 000 000;RU000A0JUMW2;07.07.2018;;
Третий уровень;09.06.2014;Министерство финансов Тверской области;6901001459;Государственные облигации Тверской области 2010 года с постоянным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34007TVE0;09.12.2010;1000;3 000 000;RU000A0JR639;15.12.2015;;
Третий уровень;09.06.2014;Министерство финансов Тверской области;6901001459;государственные облигации Тверской области 2012 года с постоянным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34008TVE0;19.12.2012;1000;3 000 000;RU000A0JTGN5;18.12.2017;;
Третий уровень;09.06.2014;Министерство финансов Тверской области;6901001459;государственные облигации Тверской области 2013 года с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34009TVE0;21.11.2013;1000;3 000 000;RU000A0JUAX5;22.11.2018;;
Третий уровень;09.06.2014;Минфин Красноярского края;2460071533;государственные облигации Красноярского края 2013 года;Облигация субфедеральная;RU34007KNA0;10.09.2013;1000;11 000 000;RU000A0JU5U1;19.09.2018;;
Третий уровень;09.06.2014;Минфин Красноярского края;2460071533;Государственные облигации Красноярского края 2011 года (в форме документарных ценных бумаг на предъявителя) с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34005KNA0;21.11.2011;1000;9 000 000;RU000A0JRYP7;29.11.2016;;
Третий уровень;09.06.2014;Минфин Красноярского края;2460071533;Государственные облигации Красноярского края 2014 года в форме документарных ценных бумаг на предъявителя с фиксированным купонным доходом и амортизацией долга;Облигация субфедеральная;RU34008KNA0;12.05.2014;1000;10 000 000;RU000A0JUMN1;08.07.2018;;
Третий уровень;09.06.2014;Минфин Красноярского края;2460071533;государственные облигации Красноярского края 2012 года;Облигация субфедеральная;RU34006KNA0;15.10.2012;1000;16 910 000;RU000A0JT8G7;19.10.2017;;
Третий уровень;09.06.2014;НБ «ТРАСТ» (ОАО);7831001567;акции обыкновенные;Акция обыкновенная;10503279B;06.08.2002;5;440 601 047;NBTR;;;
Третий уровень;09.06.2014;"""НОТА-Банк"" (ОАО)";7203063256;Документарные процентные неконвертируемые Биржевые облигации на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B020302913B;27.09.2012;1000;2 000 000;RU000A0JTTG2;01.04.2016;;
Третий уровень;09.06.2014;"""НОТА-Банк"" (ОАО)";7203063256;Документарные процентные неконвертируемые Биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B020102913B;27.09.2012;1000;1 500 000;RU000A0JU7P7;13.10.2016;;
Третий уровень;09.06.2014;ОАО  «Мордовцемент»;1322116731;облигации неконвертируемые процентные документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-55761-D;26.04.2013;1000;2 500 000;RU000A0JTYS7;09.06.2016;;
Третий уровень;09.06.2014;"ОАО ""DOMO""";1655120220;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-01;Облигация биржевая;4B02-01-57009-D;30.04.2013;1000;1 500 000;RU000A0JTX33;11.05.2016;;
Третий уровень;09.06.2014;"ОАО ""DOMO""";1655120220;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-02;Облигация биржевая;4B02-02-57009-D;30.04.2013;1000;1 000 000;RU000A0JTX41;11.05.2016;;
Третий уровень;09.06.2014;"ОАО ""GTL""";7706211944;акции обыкновенные;Акция обыкновенная;1-03-22061-H;19.01.2010;0.2;2 596 000 000;GTLC;;;
Третий уровень;09.06.2014;"ОАО ""Абрау - Дюрсо""";7727620673;акции обыкновенные;Акция обыкновенная;1-02-12500-A;29.08.2012;1;73 500 000;ABRD;;;
Третий уровень;09.06.2014;"ОАО ""Авиакомпания ""ЮТэйр""";7204002873;Акции обыкновенные;Акция обыкновенная;1-01-00077-F;16.01.2004;1;577 208 000;UTAR;;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные облигации на предъявителя серии А27;Облигация корпоративная;4-27-00739-A;12.07.2012;1000;4 000 000;RU000A0JTYR9;01.11.2032;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные облигации на предъявителя серии А26;Облигация корпоративная;4-26-00739-A;12.07.2012;1000;6 000 000;RU000A0JTZF1;01.11.2029;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные облигации на предъявителя серии А30 с обязательным централизованным хранением;Облигация корпоративная;4-30-00739-A;28.05.2013;1000;6 000 000;RU000A0JUKX4;01.03.2033;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные облигации на предъявителя серии А29 с обязательным централизованным хранением;Облигация корпоративная;4-29-00739-A;28.05.2013;1000;5 000 000;RU000A0JUKB0;15.10.2030;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные биржевые облигации на предъявителя серии БО-01  с обязательным централизованным хранением;Облигация биржевая;4B02-01-00739-A;07.06.2013;1000;5 000 000;RU000A0JU5T3;21.09.2016;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные облигации на предъявителя серии А28 с обязательным централизованным хранением;Облигация корпоративная;4-28-00739-A;28.05.2013;1000;4 000 000;RU000A0JUM82;15.01.2029;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;Неконвертируемые документарные купонные облигации на предъявителя серии А22;Облигация корпоративная;4-22-00739-A;28.04.2011;1000;15 000 000;RU000A0JS5S9;15.07.2024;;
Третий уровень;09.06.2014;"ОАО ""АИЖК"" или ОАО ""Агентство по ипотечному жилищному кредитованию""";7729355614;неконвертируемые документарные купонные биржевые облигации на предъявителя серии БО-02  с обязательным централизованным хранением;Облигация биржевая;4B02-02-00739-A;07.06.2013;1000;5 000 000;RU000A0JUMQ4;23.05.2017;;
Третий уровень;09.06.2014;"ОАО ""АК БАРС"" БАНК";1653001805;облигации документарные на предъявителя с обязательным централизованным хранением серии БО-04 биржевые неконвертируемые процентные;Облигация биржевая;4B020402590B;25.06.2013;1000;5 000 000;RU000A0JV417;;30.12.2014;
Третий уровень;09.06.2014;"ОАО ""АК ""Транснефть""";7706061801;неконвертируемые процентные документарные Биржевые облигации на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B02-03-00206-A;15.03.2010;1000;15 000 000;RU000A0JUXJ6;;22.10.2014;
Третий уровень;09.06.2014;"ОАО АК ""Якутскэнерго""";1435028701;Акции привилегированные бездокументарные именные;Акция привилегированная;2-01-00304-A;18.11.2004;1;1 332 635 125;YKENP;;;
Третий уровень;09.06.2014;"ОАО АК ""Якутскэнерго""";1435028701;Акции обыкновенные;Акция обыкновенная;1-01-00304-A;18.11.2004;1;7 963 562 986;YKEN;;;
Третий уровень;09.06.2014;"ОАО АКБ ""АВАНГАРД""";7702021163;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением с возможностью досрочного погашения по требованию их владельцев серии БО-01;Облигация биржевая;4B020102879B;24.12.2010;1000;1 500 000;RU000A0JTKS6;01.02.2016;;
Третий уровень;09.06.2014;"ОАО АКБ ""АВАНГАРД""";7702021163;Акции обыкновенные;Акция обыкновенная;10102879B;05.09.1994;10;80 700 000;AVAN;;;
Третий уровень;09.06.2014;"ОАО АКБ ""Приморье""";2536020789;Акции обыкновенные;Акция обыкновенная;10103001B;09.08.1994;1000;250 000;PRMB;;;
Третий уровень;09.06.2014;"ОАО АКБ ""Пробизнесбанк""";7729086087;процентные документарные неконвертируемые облигации на предъявителя серии 07 с обязательным централизованным хранением;Облигация корпоративная;40502412B;05.09.2011;1000;2 000 000;RU000A0JSWU9;05.09.2015;;
Третий уровень;09.06.2014;"ОАО АКБ ""РБР""";0278081806;акции обыкновенные;Акция обыкновенная;10102782B;06.11.2001;10;65 050 000;REBR;;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-13;Облигация биржевая;4B023002272B;01.11.2013;1000;2 000 000;RU000A0JUL91;30.04.2024;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-07;Облигация биржевая;4B022402272B;01.11.2013;1000;1 000 000;RU000A0JUCM4;03.07.2015;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-14;Облигация биржевая;4B023102272B;01.11.2013;1000;3 000 000;RU000A0JULA0;30.04.2024;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БСО-03;Облигация биржевая;4B020902272B;08.11.2012;1000;1 055 000;RU000A0JU0E6;11.01.2015;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;Акции обыкновенные;Акция обыкновенная;10102272B;21.11.2000;10;1 551 401 853;ROSB;;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-12;Облигация биржевая;4B022902272B;01.11.2013;1000;2 000 000;RU000A0JUL67;30.04.2024;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БСО-01;Облигация биржевая;4B020702272B;08.11.2012;1000;1 300 000;RU000A0JTJG3;15.01.2016;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-08;Облигация биржевая;4B022502272B;01.11.2013;1000;800 000;RU000A0JUGH5;26.02.2017;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БСО-15;Облигация биржевая;4B023202272B;01.11.2013;1000;3 000 000;RU000A0JULC6;30.04.2024;;
Третий уровень;09.06.2014;"ОАО АКБ ""РОСБАНК""";7730060164;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БСО-02;Облигация биржевая;4B020802272B;08.11.2012;1000;3 000 000;RU000A0JTTF4;04.04.2016;;
Третий уровень;09.06.2014;"ОАО ""АЛРОСА-Нюрба""";1419003844;акции обыкновенные;Акция обыкновенная;1-01-20179-F;18.12.1997;25;800 000;ALNU;;;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-15;Облигация биржевая;4B021501326B;06.02.2014;1000;5 000 000;RU000A0JV0U1;;02.12.2014;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-09 с обязательным централизованным хранением;Облигация биржевая;4B020901326B;19.07.2012;1000;5 000 000;RU000A0JU2T0;20.08.2016;;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-08 с обязательным централизованным хранением;Облигация биржевая;4B020801326B;19.07.2012;1000;5 000 000;RU000A0JTP41;26.02.2016;;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B020301326B;19.07.2012;1000;10 000 000;RU000A0JT213;28.09.2015;;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-11 с обязательным централизованным хранением;Облигация биржевая;4B021101326B;19.07.2012;1000;5 000 000;RU000A0JUQA9;;01.07.2014;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-10 с обязательным централизованным хранением;Облигация биржевая;4B021001326B;19.07.2012;1000;5 000 000;RU000A0JUNM1;;16.06.2014;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-14;Облигация биржевая;4B021401326B;06.02.2014;1000;5 000 000;RU000A0JUUA1;;19.09.2014;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-13;Облигация биржевая;4B021301326B;06.02.2014;1000;5 000 000;RU000A0JUU90;;19.09.2014;
Третий уровень;09.06.2014;ОАО «АЛЬФА-БАНК»;7728168971;биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-04 с обязательным централизованным хранением;Облигация биржевая;4B020401326B;19.07.2012;1000;10 000 000;RU000A0JU849;24.10.2016;;
